nu,[0]Isopropylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
810.92225,0.45545880748221423
811.163304,0.4577280722071709
811.404358,0.5060347176964755
811.645412,0.5179534011184602
811.886466,0.5281050799605234
812.12752,0.5333432851181132
812.368574,0.5386603796926347
812.609628,0.5468121249499945
812.850682,0.5502954297314864
813.091736,0.5586232524720787
813.33279,0.5606379204074209
813.573844,0.5709121123496945
813.814898,0.57070091394224
814.055952,0.5793433337702102
814.297006,0.5793491272325152
814.53806,0.5846452651702329
814.779114,0.5869415724314349
815.020168,0.5886049696783552
815.261222,0.5944492097848146
815.502276,0.5982240079145074
815.74333,0.6029686944124006
815.984384,0.6046533260381508
816.225438,0.608730279610751
816.466492,0.6084807513528989
816.707546,0.6104126958488876
816.9486,0.6101746813133578
817.189654,0.6125957636304771
817.430708,0.6111395193311485
817.671762,0.6116225103077363
817.912816,0.6109012213897284
818.15387,0.6101685795970533
818.394924,0.6077388574835283
818.635978,0.599169948943638
818.877032,0.6022877246081149
819.118086,0.6236225384328417
819.35914,0.6363287160673746
819.600194,0.6408883616641502
819.841248,0.6485345499041454
820.082302,0.6529073783271871
820.323356,0.6552489756999922
820.56441,0.6609679020445866
820.805464,0.6638560136055516
821.046518,0.6675373067549148
821.287572,0.6685995353205799
821.528626,0.6701859954319394
821.76968,0.6707156515549527
822.010734,0.6709839914799818
822.251788,0.6701859954319394
822.492842,0.6701859954319394
822.733896,0.6691212463989998
822.97495,0.6659571166028833
823.216004,0.6656974439668636
823.457058,0.6646398260600058
823.698112,0.6643673795866648
823.939166,0.6630532336089326
824.18022,0.6622779149754552
824.421274,0.6620064366871673
824.662328,0.6583556448354609
824.903382,0.6578291709372305
825.144436,0.653678263766574
825.38549,0.6469734635035678
825.626544,0.6307914362499958
825.867598,0.6167139357179103
826.108652,0.6015353352936437
826.349706,0.606336600952583
826.59076,0.6253586211265342
826.831814,0.6516289331512112
827.072868,0.6593966689467812
827.313922,0.6586190397688698
827.554976,0.6588693625623006
827.79603,0.6547118917744223
828.037084,0.6526397411714391
828.278138,0.6518700804659793
828.519192,0.6588825400813265
828.760246,0.6680782310181379
829.0013,0.6766169305270212
829.242354,0.6785141127481142
829.483408,0.674927500867689
829.724462,0.6793763730907268
829.965516,0.6848057894295456
830.20657,0.6902509857963395
830.447624,0.6924079319583223
830.688678,0.6941619419131663
830.929732,0.6957603518463574
831.170786,0.6996535465211358
831.41184,0.7022049261242878
831.652894,0.7037655527148499
831.893948,0.703934476717571
832.135002,0.7045753486438849
832.376056,0.7055765563281788
832.61711,0.7044908046747873
832.858164,0.7102274557783266
833.099218,0.7106252945380184
833.340272,0.7123684610166264
833.581326,0.7110162459517978
833.82238,0.7097233732551954
834.063434,0.7098653321252603
834.304488,0.7092196485036316
834.545542,0.7106750400497086
834.786596,0.7077884707897933
835.02765,0.7084045146996243
835.268704,0.7069467034604501
835.509758,0.7069467034604501
835.750812,0.7068053282577494
