nu,[0]Ethylbenzoate-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
691.017122,0.7507894695556021
691.136724,0.7475605303043272
691.256326,0.7444869169107915
691.375928,0.744546478246566
691.49553,0.7396412556459944
691.615132,0.737949415067376
691.734734,0.7360553200253075
691.854336,0.7316448941571
691.973938,0.7286731510373471
692.09354,0.7261490370736909
692.213142,0.7235323649847026
692.332744,0.7212712491745369
692.452346,0.7168777177488902
692.571948,0.7124824490891918
692.69155,0.7103126881868622
692.811152,0.7062683602819504
692.930754,0.7029566875158609
693.050356,0.6982277081358663
693.169958,0.6940231234070969
693.28956,0.690934672641426
693.409162,0.6867396672418716
693.528764,0.6832735412199022
693.648366,0.6764680911752343
693.767968,0.6726635500321019
693.88757,0.6707827264737982
694.007172,0.6653247577601196
694.126774,0.6588891289396716
694.246376,0.6556225740815648
694.365978,0.6498979034791654
694.48558,0.6456743528854748
694.605182,0.6397421976196266
694.724784,0.6362714490599826
694.844386,0.6306905176938955
694.963988,0.6235601792970071
695.08359,0.6178620910918302
695.203192,0.6138283194189711
695.322794,0.6075930176592111
695.442396,0.6033728188042106
695.561998,0.5970586077335367
695.6816,0.5927870800649495
695.801202,0.5867361788270614
695.920804,0.5801491809381844
696.040406,0.5754747078028146
696.160008,0.5698967926922854
696.27961,0.5635833734577614
696.399212,0.557657669715211
696.518814,0.5522303605068098
696.638416,0.5450705735227803
696.758018,0.540365238751106
696.87762,0.5340744661633782
696.997222,0.5266705859393129
697.116824,0.5213414904626036
697.236426,0.51441240030607
697.356028,0.5086627783347678
697.47563,0.5036216435875783
697.595232,0.49603439991241793
697.714834,0.4895444569458574
697.834436,0.4827627243345797
697.954038,0.47681819657575725
698.07364,0.47044322346559486
698.193242,0.46302695891163537
698.312844,0.45732087545234074
698.432446,0.45006646820642776
698.552048,0.4434634026626926
698.67165,0.4368567241509346
698.791252,0.43089536111084287
698.910854,0.42440800945521384
699.030456,0.41797652847819583
699.150058,0.4115478433040029
699.26966,0.40476444433800474
699.389262,0.39938476637589093
699.508864,0.39262119984943666
699.628466,0.38589112843021894
699.748068,0.3793333154909999
699.86767,0.37387640653236903
699.987272,0.36670410849492646
700.106874,0.3613891223215022
700.226476,0.3559019526386024
700.346078,0.35018279129029
700.46568,0.3439358918077826
700.585282,0.33827368236475613
700.704884,0.3328045161383178
700.824486,0.3268022601554029
700.944088,0.32129357819619914
701.06369,0.31493153908989463
701.183292,0.3114239848215478
701.302894,0.30602147492461984
701.422496,0.29981190029160865
701.542098,0.2960283654578241
701.6617,0.29118397356750747
701.781302,0.2853896041916454
701.900904,0.2801304195918764
702.020506,0.27590463454060443
702.140108,0.2713081552153397
702.25971,0.2663350969676039
702.379312,0.26205522892815286
702.498914,0.2583861777975399
702.618516,0.25476849727400896
702.738118,0.25100058730312574
702.85772,0.24696713694786612
702.977322,0.24394804663193553
703.096924,0.24058062657126783
703.216526,0.23878302131795004
703.336128,0.23595834353057443
703.45573,0.2333536884960672
703.575332,0.2306624252145104
703.694934,0.2288016060618587
703.814536,0.22686503449923465
703.934138,0.22366631566204778
704.05374,0.22199509321261565
704.173342,0.21963240861974942
704.292944,0.21722969129755507
704.412546,0.21528339554424555
704.532148,0.21322656353710062
704.65175,0.21112603532875082
704.771352,0.20929720576531952
704.890954,0.20735976481620097
705.010556,0.20533756408888662
705.130158,0.20370141689107585
705.24976,0.2024626204185804
705.369362,0.20034788469582854
705.488964,0.19859255807532858
705.608566,0.197167826844451
705.728168,0.19491338472371017
705.84777,0.19374740584992378
705.967372,0.1916661926473913
706.086974,0.19034824805590592
706.206576,0.1883223795267757
706.326178,0.18656044323350748
706.44578,0.1847041358075052
706.565382,0.182701793318588
706.684984,0.1802879471266268
706.804586,0.17877987115731056
706.924188,0.17588938075183397
707.04379,0.17344408642129894
707.163392,0.17070813390910888
707.282994,0.16776350494370337
707.402596,0.16478725510915668
707.522198,0.16149194721635968
707.6418,0.15712713881132667
707.761402,0.1530485634168012
707.881004,0.14834717132555952
708.000606,0.14268726523532538
708.120208,0.13777959614221016
708.23981,0.13086356330618903
708.359412,0.12415804108691728
708.479014,0.11692763965495463
708.598616,0.10880478127321479
708.718218,0.09960927462519563
708.83782,0.09125477126964314
708.957422,0.08257073161908596
709.077024,0.07335827246818981
709.196626,0.06478378101051815
709.316228,0.05642742386007612
709.43583,0.04853840202560977
709.555432,0.04176485844922716
709.675034,0.03560034322567436
709.794636,0.030503922410944056
709.914238,0.02666775823504349
710.03384,0.024355441115023704
710.153442,0.023515394199008312
710.273044,0.024236391363649565
710.392646,0.027446956266441464
710.512248,0.03288627110311017
710.63185,0.04038487279099928
710.751452,0.0496577901246504
710.871054,0.05919015805405483
710.990656,0.06962719884337308
711.110258,0.07998629271910428
711.22986,0.08916203023772669
711.349462,0.09849002548926711
711.469064,0.107099175496869
711.588666,0.11457793872453662
711.708268,0.12149283367983685
711.82787,0.1277346772935093
711.947472,0.13345379045174266
712.067074,0.13859489853645726
712.186676,0.14315891099809208
712.306278,0.146988636193161
712.42588,0.1501831094055247
712.545482,0.15335496684492847
712.665084,0.15654684260772253
712.784686,0.15897632296821687
712.904288,0.1609599021477397
713.02389,0.16313128058106063
713.143492,0.16518321948861112
713.263094,0.1673446200056858
713.382696,0.16816662090122164
713.502298,0.16987371006092472
713.6219,0.17144375934613182
713.741502,0.1728899524319946
713.861104,0.17377394345044514
713.980706,0.17571357928646494
714.100308,0.17661200758564632
714.21991,0.17806618000657073
714.339512,0.17940669701172177
714.459114,0.18059469730051422
714.578716,0.1815362356044685
714.698318,0.18341572156771246
714.81792,0.18453797686801696
714.937522,0.18631807223258845
715.057124,0.18745808598014688
715.176726,0.18869940118181042
715.296328,0.18974010720643297
715.41593,0.19237667113485105
715.535532,0.19392185700643366
715.655134,0.19600796163301618
715.774736,0.1972861630378656
715.894338,0.19982765678496514
716.01394,0.20207830665347634
716.133542,0.20423172968287914
716.253144,0.20671794488016232
716.372746,0.20902529617735074
716.492348,0.21178154154795856
716.61195,0.21511123770012958
716.731552,0.21722969129755507
716.851154,0.22035839278323385
716.970756,0.22359922583132694
717.090358,0.22709201300407145
717.20996,0.22891603546985773
717.329562,0.23363388100414423
717.449164,0.23664361589147473
717.568766,0.2403161333799644
