nu,[0]2-Butanone-PNNL(x-sec)-X=0.01-T=278.15K-P=1.0atm-L=15cm
606.263344,0.9703902197295547
606.382546,0.9730284088973588
606.501748,0.972356278514602
606.62095,0.9730128405673634
606.740152,0.9734634498205385
606.859354,0.9750378385188962
606.978556,0.9748243286124487
607.097758,0.9756084025281306
607.21696,0.9765952413860736
607.336162,0.9772918020875628
607.455364,0.9772888702165543
607.574566,0.9776710648789964
607.693768,0.9780592773468293
607.81297,0.9785865933962282
607.932172,0.9796175878023646
608.051374,0.9794794714599154
608.170576,0.98046924547783
608.289778,0.9807810842776332
608.40898,0.9810272912274666
608.528182,0.9818458092629273
608.647384,0.9825127089542396
608.766586,0.9829107071905688
608.885788,0.9831741625615388
609.00499,0.9840043118284525
609.124192,0.9840417047027621
609.243394,0.9843349928285239
609.362596,0.9843753513905747
609.481798,0.9859742897733951
609.601,0.9854833968195787
609.720202,0.9863174685358775
609.839404,0.9864447116963261
609.958606,0.9867199681673816
610.077808,0.9869735877879259
610.19701,0.9868739084894486
610.316212,0.9871107866517286
610.435414,0.9877298991864563
610.554616,0.9885895981135562
610.673818,0.9879412960035348
610.79302,0.9880855459627421
610.912222,0.9896291519710346
611.031424,0.9890058819559623
611.150626,0.989454003112267
611.269828,0.9894945715580421
611.38903,0.9899340046947512
611.508232,0.9907306279670526
611.627434,0.9896627999342138
611.746636,0.9915763792003431
611.865838,0.9893323077543021
611.98504,0.9910049992628894
612.104242,0.9917253251580604
612.223444,0.991613564011774
612.342646,0.9914754418627382
612.461848,0.9908209867206197
612.58105,0.9926254265973238
612.700252,0.991861895137962
612.819454,0.9924921259538704
612.938656,0.9933655060841298
613.057858,0.9931294111643264
613.17706,0.9930902826363637
613.296262,0.9930077602627286
613.415464,0.9928896986589348
613.534666,0.9937953289660479
613.653868,0.9935872500107894
613.77307,0.9931888020788847
613.892272,0.992969033715251
614.011474,0.9939609090602926
614.130676,0.9931735070891045
614.249878,0.9937821115760685
614.36908,0.9941732417867957
614.488282,0.9936678332043696
614.607484,0.9939950025041725
614.726686,0.9946770175467107
614.845888,0.9947747991034203
614.96509,0.9954533673704857
615.084292,0.9954545619152433
615.203494,0.9945103236479087
615.322696,0.9948210572070711
615.441898,0.9948451321679614
615.5611,0.995385977458689
615.680302,0.9951219365854398
615.799504,0.9959623732226967
615.918706,0.9958147825357251
616.037908,0.9949886986786078
