nu,[0]Methylvinylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
661.029221,0.991538303398442
661.148223,0.9934742855626137
661.267225,0.9937771426779329
661.386228,0.9923151803829792
661.50523,0.9864338608641772
661.624232,0.988922808950993
661.743235,0.9919765610005992
661.862237,0.9934835249164324
661.98124,0.9937717762958517
662.100242,0.9940243257892627
662.219244,0.9938084471509702
662.338247,0.9935203838389356
662.457249,0.9934933604520149
662.576252,0.9929615864754253
662.695254,0.9923482250286763
662.814256,0.9925440346494583
662.933259,0.9930236485139985
663.052261,0.9935437318422937
663.171263,0.9948813451898454
663.290266,0.9950185487873177
663.409268,0.9954139481976426
663.528271,0.9953160042840595
663.647273,0.9956218123302866
663.766275,0.9953370056733138
663.885278,0.9953508409538476
664.00428,0.9952341926710108
664.123282,0.9954172330690917
664.242285,0.9952403631421338
664.361287,0.9952011514443015
664.48029,0.9949916836491813
664.599292,0.9945273299198464
664.718294,0.9945184786659982
664.837297,0.9935024012827307
664.956299,0.9924588780245568
665.075302,0.9918112122900783
665.194304,0.9937086737915826
665.313306,0.9941856690299882
665.432309,0.9944044139382324
665.551311,0.9941273120440104
665.670313,0.9944653727971767
665.789316,0.9944856600977116
665.908318,0.9943503198094878
666.027321,0.9942288176243418
666.146323,0.9940800921181704
666.265325,0.9941805986960055
666.384328,0.9938406470662936
666.50333,0.9937637267770643
666.622332,0.9937287469095311
666.741335,0.9939395391304753
666.860337,0.9939120073865578
