nu,[0]HCFC-121-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
666.803336,0.9879857543621605
666.922138,0.9893511052467251
667.040941,0.9888249104389633
667.159743,0.9871344775948984
667.278546,0.9885787236877864
667.397348,0.9879245011442594
667.51615,0.9873931407114168
667.634953,0.9868462764068618
667.753755,0.9878484338862984
667.872557,0.9879333925047807
667.99136,0.9889307203651103
668.110162,0.9864723325349435
668.228965,0.9877022431364655
668.347767,0.9871877842959564
668.466569,0.9893906800824265
668.585372,0.9871068382164788
668.704174,0.9880756651566865
668.822976,0.9867762128085241
668.941779,0.9892383256492862
669.060581,0.9890622568979044
669.179384,0.9911330453803954
669.298186,0.9859713318549627
669.416988,0.9859999254381915
669.535791,0.9907036804604596
669.654593,0.9883256799255059
669.773395,0.9882792297101379
669.892198,0.9886637451138924
670.011,0.991345765355971
670.129803,0.989380786225095
670.248605,0.9887566838739865
670.367407,0.9880964149635271
670.48621,0.9883256799255059
670.605012,0.9889346760959032
670.723814,0.9881991823344939
670.842617,0.9908366418158848
670.961419,0.9884699860088627
671.080222,0.9860906416042114
671.199024,0.9900585462260398
671.317826,0.9878494217352262
671.436629,0.9880460233313615
671.555431,0.9903132220340342
671.674233,0.9900644865951383
671.793036,0.9904552431327432
671.911838,0.9893372544282076
672.030641,0.9883167850344136
672.149443,0.9874859600290833
672.268245,0.9859506266743989
672.387048,0.9887339427317815
672.50585,0.9890078599697042
672.624652,0.9894282776426186
672.743455,0.9891552331198668
672.862257,0.9887032924546386
672.98106,0.9902927227625062
673.099862,0.9877980549008452
673.218664,0.9878326284378001
673.337467,0.9899963725016123
673.456269,0.9875382981719134
673.575072,0.9904823819782056
673.693874,0.988705269863201
673.812676,0.9889485212782846
673.931479,0.9862129244251485
674.050281,0.9890236842220574
674.169083,0.9873941281050512
674.287886,0.9882831828349631
674.406688,0.9900833970074262
