nu,[0]HFC-32-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
606.920138,0.9993135557107555
607.039941,0.9988386748605786
607.159743,0.9980858343562707
607.279546,0.9987873358721142
607.399348,0.9987234155280912
607.51915,0.9987504812993915
607.638953,0.9982316653493648
607.758755,0.9983541558893442
607.878558,0.998616557839618
607.99836,0.9994475826386866
608.118162,0.9991732319611897
608.237965,0.998722716421945
608.357767,0.9981931343507354
608.47757,0.9988480639882512
608.597372,0.9990209296024902
608.717174,0.9988640456851282
608.836977,0.9988590513773856
608.956779,0.9985144045909787
609.076582,0.9988796280857833
609.196384,0.9991158510901856
609.316186,0.9991629205466429
609.435989,0.9988542568654458
609.555791,0.9986788734570542
609.675594,0.9985873986618551
609.795396,0.9993337120684503
609.915198,0.9992238513592994
610.035001,0.9993925145940218
610.154803,0.9988451673330658
610.274605,0.9989604407165223
610.394408,0.9993520000427156
610.51421,0.9994220770618303
610.634013,0.999003207128398
610.753815,0.9985440609091892
610.873617,0.9991051705988249
610.99342,0.999414961201974
611.113222,0.9990720108485017
611.233025,0.9991837732943923
611.352827,0.9984996266871475
611.472629,0.9989888115959032
611.592432,0.9994349397067329
611.712234,0.9994419657590556
611.832037,0.9989659350140556
611.951839,0.9986303388432048
612.071641,0.9988672420551886
612.191444,0.999691357639856
612.311246,0.9993124864458229
612.431049,0.9990507208507963
612.550851,0.9987197202582899
612.670653,0.9989580432143417
612.790456,0.9992471435387439
612.910258,0.9996436535064991
613.030061,0.9992179059950713
613.149863,0.9990721007649868
613.269665,0.9989827177827387
613.389468,0.9990199405722595
613.50927,0.9994141416820419
613.629073,0.9990185419453218
613.748875,0.999366041036954
613.868677,0.9996858693493679
613.98848,0.9993830803732137
614.108282,0.9995234635795647
614.228085,0.999772085976348
614.347887,0.9991077482934902
614.467689,0.9996435435457032
614.587492,0.9995173864953805
614.707294,0.9991789972073708
614.827097,0.9992423771412371
614.946899,0.9994588264872378
615.066701,0.9991492420998898
615.186504,0.9990982468239835
615.306306,0.9992884632624086
615.426109,0.9992619824690042
615.545911,0.9992295169745986
615.665713,0.9987739522114842
615.785516,0.9995318196306484
615.905318,0.9996153439990962
616.025121,0.9995979308514727
616.144923,0.9992148883615518
616.264725,0.9989827177827387
616.384528,0.9993663908151296
616.50433,0.9998143672318949
616.624132,0.9996023890681862
616.743935,0.9992082136283912
616.863737,0.9993390385313307
616.98354,0.9995696926087932
617.103342,0.9997926215058932
617.223144,0.9995754501468044
617.342947,0.9994741982821981
617.462749,0.9989772233929004
617.582552,0.9995505610279666
617.702354,0.9996824804200151
617.822156,0.9996802611273718
617.941959,0.9995017641607183
618.061761,0.9992555072723375
618.181564,0.9996147242377751
618.301366,0.9992827873200569
618.421168,0.9991853619978549
618.540971,0.9993221298578465
618.660773,0.9990581638063917
618.780576,0.9995272018043089
618.900378,1.0000038116072643
619.02018,0.9995487518430883
619.139983,0.9995504810639249
619.259785,0.9993279958959655
619.379588,0.9995220142715932
619.49939,0.9991815251334316
619.619192,0.9994360790632136
619.738995,0.9995972411291384
619.858797,0.9996306982087001
619.9786,0.9996956463249794
620.098402,0.9995264021828673
620.218204,0.9992414878159172
620.338007,0.9993142252510621
620.457809,0.9994264345515855
620.577612,0.9994362389729992
620.697414,0.999720758995029
620.817216,0.9996453329092476
620.937019,0.9996366960108828
621.056821,0.9996858993399445
621.176624,0.9993595451787989
621.296426,0.9998154070393774
621.416228,0.9996894282373976
621.536031,0.9998001899646846
621.655833,0.999536427482958
621.775636,0.9995699325055483
621.895438,0.999547362471289
622.01524,0.999777494757964
622.135043,0.999567533540589
622.254845,0.9992947587995581
622.374647,0.9996929171595903
622.49445,0.99950730141583
622.614252,0.9996347667139213
622.734055,1.0000173921512416
622.853857,0.9996570888074872
622.973659,0.9997870226828894
623.093462,0.9997422132327202
623.213264,0.9994762971802182
623.333067,0.9995611763112917
623.452869,0.999202318317322
623.572671,0.9995592971380467
623.692474,0.999640494637545
623.812276,1.000130688539003
623.932079,0.9995080310564264
624.051881,0.9999413207216962
624.171683,0.999573381027764
624.291486,0.9999492082899426
624.411288,0.9994794555303076
624.531091,0.9997230283637276
624.650893,0.9996456527958053
624.770695,0.9995906937886516
624.890498,0.9994396470563848
625.0103,0.999870168428848
625.130103,0.999801959612587
625.249905,0.9993284855668035
625.369707,1.0002364379470463
625.48951,0.9995745605250497
625.609312,0.9998351335919602
625.729115,0.9996063475014846
625.848917,0.9996076369945046
625.968719,1.000255572653127
626.088522,0.9996779718621951
626.208324,0.9999677545198967
626.328127,0.9996480419517706
626.447929,1.000012711080785
626.567731,0.9999723193831154
626.687534,0.9998193563180351
626.807336,0.9998493413501544
626.927139,0.9996932970429709
627.046941,0.9997180197639021
627.166743,0.9997447125913774
627.286546,0.9999445015400965
627.406348,0.999853610715957
627.526151,0.9997553499317099
627.645953,0.9995735209680472
627.765755,0.9994605955309264
627.885558,0.9998942955871052
