nu,[0]Acrolein-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
628.20948,0.9579209692288271
628.328682,0.9528059654433039
628.447884,0.9459968875991448
628.567086,0.9450957820102752
628.686288,0.9481941482151448
628.80549,0.956907067877935
628.924692,0.9560825693953234
629.043894,0.9603206882905296
629.163096,0.9610825246245271
629.282298,0.961877668619115
629.4015,0.9619988728410666
629.520702,0.9619430785244926
629.639904,0.9653350845892141
629.759106,0.9649113954936404
629.878308,0.9656739766759869
629.99751,0.9659125276080531
630.116712,0.966909863873542
630.235914,0.9660815770917829
630.355116,0.9667136010925219
630.474318,0.9656778393796189
630.59352,0.9651613399114781
630.712722,0.9649258692731258
630.831924,0.9649200797352788
630.951126,0.9640558985548198
631.070328,0.9611219298158377
631.18953,0.957218113217125
631.308732,0.9522068389360798
631.427934,0.9494522876177557
631.547136,0.9557527778012032
631.666338,0.9600143948473666
631.78554,0.9627822587183555
631.904742,0.9667068341209987
632.023944,0.9680592353833207
632.143146,0.9682857877499935
632.262348,0.9672502760546545
632.38155,0.9669379046661839
632.500752,0.966885691429102
632.619954,0.9682151054674225
632.739156,0.9686838350018658
632.858358,0.9693931711544458
632.97756,0.9712591077455998
633.096762,0.9700913855647018
633.215964,0.9708007816202184
633.335166,0.9691818664761809
633.454368,0.9690520048069992
633.57357,0.9691537606095901
633.692772,0.9682548031005426
633.811974,0.9672144884565151
633.931176,0.9661211872484463
634.050378,0.9600748776594306
634.16958,0.9560844815623744
634.288782,0.9557422645784701
634.407984,0.9631828594571589
634.527186,0.9684717164698274
634.646388,0.9709988451814653
634.76559,0.9723669744924935
634.884792,0.9718702218996247
635.003994,0.9735968234490489
635.123196,0.9713795513423089
635.242398,0.9716525473503789
635.3616,0.9721530772876604
635.480802,0.9732454184282063
635.600004,0.973271696409255
635.719206,0.9738402530823475
635.838408,0.973703924990105
635.95761,0.9740574436746358
636.076812,0.9745475178121169
636.196014,0.9737467689053638
636.315216,0.9736299263037914
636.434418,0.97283090417776
636.55362,0.9726091240155067
636.672822,0.9707910736609421
636.792024,0.968727426755248
636.911226,0.9636780627032515
637.030428,0.9608163416332525
637.14963,0.9642863354506865
637.268832,0.9712367690430177
637.388034,0.9734507948779482
637.507236,0.9752660240697779
637.626438,0.9754913365439268
637.74564,0.9751353471780998
637.864842,0.9756386468573938
637.984044,0.9749920128173982
638.103246,0.9749101169279971
638.222448,0.9760094599932333
638.34165,0.9778832425205166
638.460852,0.9773611922688333
638.580054,0.977759059234522
638.699256,0.9774579558165845
638.818458,0.9777815479515037
638.93766,0.9774286325177617
639.056862,0.9768648188726781
639.176064,0.9766167267177218
639.295266,0.9766509089013418
639.414468,0.9755254793382013
639.53367,0.9731724277590085
639.652872,0.9712629927898009
639.772074,0.9663047677136154
639.891276,0.9687623015703541
640.010478,0.9742259701895147
640.12968,0.9777707924136317
640.248882,0.9769605563159857
640.368084,0.9792914294540054
640.487286,0.978136547081854
640.606488,0.978341977326162
640.72569,0.9781844769469332
640.844892,0.9780113536163804
640.964094,0.9783370856285046
641.083296,0.9795676285793578
641.202498,0.9803457141355377
641.3217,0.9807751996087816
641.440902,0.9805163091311315
641.560104,0.9804359100901885
641.679306,0.9809321361953112
641.798508,0.9795754651517325
641.91771,0.9795666490122189
642.036912,0.9792600926296547
642.156114,0.9783908956479761
642.275316,0.9770123365976358
642.394518,0.9761138985928179
642.51372,0.9732366592588567
642.632922,0.9722405750019544
642.752124,0.9766596987990763
642.871326,0.9789878961609658
642.990528,0.9805927923860519
643.10973,0.9795872201278442
643.228932,0.9793658584309092
643.348134,0.978992791112684
643.467336,0.979082862592691
643.586538,0.9782421915336367
643.70574,0.9791807757745278
643.824942,0.9801496645983179
643.944144,0.9807173355790103
644.063346,0.9810596656622522
644.182548,0.9816995251357852
644.30175,0.9819842592825303
644.420952,0.9818104634500222
644.540154,0.9817338852204629
644.659356,0.9824969888766574
644.778558,0.981832063517818
644.89776,0.9808311053884589
645.016962,0.9807751996087816
645.136164,0.9803437534460702
645.255366,0.9787099030753428
645.374568,0.9772556429598336
645.49377,0.9791886092520677
645.612972,0.9816632029253202
645.732174,0.9825765743559247
645.851376,0.9835743958876583
645.970578,0.9834180199909254
646.08978,0.9835291525060532
646.208982,0.9833216497471854
646.328184,0.9836137396503638
646.447386,0.9832872340917217
646.566588,0.9833196831058525
646.68579,0.9835566917078704
646.804992,0.9844915145355295
646.924194,0.9846904019084142
647.043396,0.9849661538244151
647.162598,0.9847632716943042
647.2818,0.9850183584139772
647.401002,0.9849119821756888
647.520204,0.9847997086094357
647.639406,0.9843999610819794
647.758608,0.9840417047027621
647.87781,0.9829913091731945
647.997012,0.9819597099829158
648.116214,0.9813344008297662
648.235416,0.9814443164378183
648.354618,0.9837170245153877
648.47382,0.9845899686096048
648.593022,0.9856391154977279
648.712224,0.9856115179888608
648.831426,0.9859279500707673
648.950628,0.9860600732681333
649.06983,0.985967387977523
649.189032,0.9860985303608992
649.308234,0.9858954149852468
649.427436,0.9864674001856117
649.546638,0.9869262141926874
649.66584,0.9874622606504363
649.785042,0.9868373948303414
649.904244,0.9876815016071464
650.023446,0.9869508876564592
650.142648,0.9879324045718823
650.26185,0.9875491611529396
650.381052,0.9878612759994124
650.500254,0.9871374390027733
650.619456,0.986178407576842
650.738658,0.9862651950953036
650.85786,0.9856115179888608
650.977062,0.9851543003272146
651.096264,0.9860975442628619
651.215466,0.9876202672523314
651.334668,0.9876390322156758
651.45387,0.9880638083198459
651.573072,0.9872667624777853
651.692274,0.9881893003920804
651.811476,0.9874978099317029
651.930678,0.9877615070489533
652.04988,0.9872262853703101
652.169082,0.988058868013155
652.288284,0.987361544636454
652.407486,0.9869548354679055
652.526688,0.9870180025987021
652.64589,0.9862227866037035
652.765092,0.9842621547340973
652.884294,0.9817221044845248
653.003496,0.9805574916809425
653.122698,0.9807948153089301
653.2419,0.9821629966823298
653.361102,0.9821728183614049
653.480304,0.9834327713718604
653.599506,0.9833059167266539
653.718708,0.984226721934321
653.83791,0.9854636873487377
653.957112,0.9870426783572127
654.076314,0.9875649620659249
654.195516,0.9878938759594168
654.314718,0.9877694091726181
654.43392,0.9880025502627494
654.553122,0.9884185869059785
654.672324,0.9881794185484858
654.791526,0.9887210892740737
654.910728,0.9887329539983332
655.02993,0.989098852878431
655.149132,0.9890256622714039
655.268334,0.9897330684875133
655.387536,0.9893194465178996
655.506738,0.9899241054042008
655.62594,0.9894352036648032
655.745142,0.9894975400462095
655.864344,0.9899290550371019
655.983546,0.9894708239732969
656.102748,0.9892877888021372
656.22195,0.9887626164318873
656.341152,0.9899448940286941
656.460354,0.988710213401909
656.579556,0.989492592570878
656.698758,0.9898785699426759
656.81796,0.9899676630230991
656.937162,0.9895539430134614
