nu,[0]1-3-Butadiene-PNNL(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
644.195516,0.9964673545263819
644.314718,0.9956236044511617
644.43392,0.9956987768710208
644.553122,0.9958119942582376
644.672324,0.9959092898428885
644.791526,0.9959201453133101
644.910728,0.9965091073832527
645.02993,0.996164773340091
645.149132,0.9970166590324155
645.268334,0.9962007355375223
645.387536,0.9967528833235008
645.506738,0.996545580284033
645.62594,0.9967690308510052
645.745142,0.996498743742427
645.864344,0.9967236788918664
645.983546,0.9963446969447687
646.102748,0.9960466352037028
646.22195,0.9957148077503767
646.341152,0.9953010746559678
646.460354,0.9953954336703918
646.579556,0.9964616746786487
646.698758,0.9968894478229707
646.81796,0.9957770418706571
646.937162,0.9960973352677404
647.056364,0.9957355188337724
647.175566,0.9960803021489409
647.294768,0.9955328077188297
647.41397,0.9950525790035996
647.533172,0.9954707879568444
647.652374,0.995531115314495
647.771576,0.9957340252316144
