nu,[0]1-2-Dichlorobenzene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
694.76559,0.9759430936064364
694.884792,1.0
695.003994,1.0
695.123196,0.9584249681987501
695.242398,0.988201158734835
695.3616,0.9702204162993355
695.480802,1.0
695.600004,0.9766665354408961
695.719206,0.9742181764129283
695.838408,0.95359616908281
695.95761,1.0
696.076812,1.0
696.196014,0.9976431816677754
696.315216,0.9866548467985113
696.434418,0.9998406926907573
696.55362,0.976970325970397
696.672822,1.0
696.792024,0.9854272258668474
696.911226,0.9945475190295625
697.030428,0.9954287799759672
697.14963,0.9600143948473666
697.268832,0.9965711918345533
697.388034,0.9817152324538456
697.507236,0.9998927657500033
697.626438,1.0
697.74564,0.9689056890013947
697.864842,0.9804241449298585
697.984044,0.9901346846557297
698.103246,1.0
698.222448,0.9709066046726667
698.34165,0.9997191594430942
698.460852,0.972133634420544
698.580054,0.9965478723415035
698.699256,0.9467038112773026
698.818458,0.9607481260946767
698.93766,0.9980167692062151
699.056862,1.0
699.176064,0.9849041029113484
699.295266,1.0
699.414468,0.9658594038799505
699.53367,0.9778255491111801
699.652872,0.9950348672253285
699.772074,0.9736893195407713
699.891276,0.9617074313382131
700.010478,0.9635672460981175
700.12968,1.0
700.248882,0.9648255222008597
700.368084,0.9869390443168675
700.487286,0.9913871053363189
700.606488,0.9652704093051928
700.72569,0.9888318322375625
700.844892,0.979705757352837
700.964094,0.9915310651952466
701.083296,0.9960509182134427
701.202498,0.9804819916608712
701.3217,0.9854656582780834
701.440902,1.0
701.560104,0.9875155850522573
701.679306,0.9960152602288523
701.798508,1.0
701.91771,0.9906470138306184
702.036912,0.9852597174770665
702.156114,1.0
702.275316,0.9976740093183737
702.394518,0.998770456508769
702.51372,0.9924605652060836
702.632922,0.9987369982589047
702.752124,0.9923347291845878
702.871326,1.0
702.990528,0.9647705287134235
703.10973,1.0
703.228932,0.980181029889427
703.348134,0.9952874391246486
703.467336,0.9826335654499632
703.586538,1.0
703.70574,0.9906683129703806
703.824942,0.9675579105537327
703.944144,0.9757840278463902
704.063346,0.9971680176490849
704.182548,0.971764293818623
704.30175,0.9987365987641853
704.420952,0.9770914778020756
704.540154,0.973609480290023
704.659356,0.9964674541731223
704.778558,0.9996618771764108
704.89776,1.0
705.016962,0.9831309038500846
705.136164,0.9926218531522203
705.255366,0.9570707129777993
705.374568,0.9932965689101552
705.49377,1.0
705.612972,0.9971084884953942
705.732174,0.9957471690074962
705.851376,0.9795029792493228
705.970578,0.9794020956380554
706.08978,0.9854686146794928
706.208982,0.9851877961428513
706.328184,0.9790789462690732
706.447386,0.9813756177401501
706.566588,0.9907284483620686
706.68579,0.976508328277281
706.804992,0.9648322760031534
706.924194,0.9981951307390006
707.043396,0.9779878816255585
707.162598,0.9981406307727247
707.2818,0.969136315998901
707.401002,1.0
707.520204,0.9839620005527429
707.639406,0.994922434637893
707.758608,0.9930230526999881
707.87781,0.9986586004816944
707.997012,0.9788332282924558
708.116214,0.9824233043656952
708.235416,0.999054996797032
708.354618,0.9867929881467319
708.47382,1.0
708.593022,1.0
708.712224,0.9997570295221087
708.831426,0.9850705657704559
708.950628,0.9717244522993331
709.06983,1.0
709.189032,0.9749656883884336
709.308234,0.9937641242826345
709.427436,0.9940286001030534
709.546638,0.9615276088624783
709.66584,0.9964138456661695
709.785042,0.9770856152707964
709.904244,0.9619555838657979
710.023446,1.0
710.142648,0.9686237784658676
710.26185,0.993960312683926
710.381052,0.9778421722868117
710.500254,1.0
710.619456,0.9886489152689399
710.738658,1.0
710.85786,1.0
710.977062,0.986391445120105
711.096264,0.9804800306988488
711.215466,0.9796185674204423
711.334668,0.9784378595380916
711.45387,0.9756279148913042
711.573072,0.9810616277835457
711.692274,0.99276559520323
711.811476,0.9962776452029808
711.930678,0.990140328439517
712.04988,0.9915615056662069
712.169082,0.9897647404524536
712.288284,0.9777531926977663
712.407486,0.9710095262275079
712.526688,0.9791161519759354
712.64589,0.9990250255966984
712.765092,0.9660661199102072
712.884294,1.0
713.003496,0.9989722285192707
713.122698,1.0
713.2419,0.9994406664853447
713.361102,0.9916041437276623
713.480304,1.0
713.599506,0.9351671459015701
713.718708,0.9708502937226289
713.83791,0.9586809018308787
713.957112,1.0
714.076314,1.0
714.195516,0.9575014917165862
714.314718,0.9991665674979585
714.43392,0.9875619993754828
714.553122,0.999698335509885
714.672324,0.9532700949548378
714.791526,0.9933835855008627
714.910728,0.9642371581016116
715.02993,1.0
715.149132,0.9417843108471146
715.268334,1.0
715.387536,0.9983526583592335
715.506738,0.9835596423823716
715.62594,0.9914248779045951
715.745142,0.9988694395655384
715.864344,1.0
715.983546,0.9919561264939186
716.102748,1.0
716.22195,0.970899808350221
716.341152,0.990679705721488
716.460354,0.9809448883959708
716.579556,0.9828586143035615
716.698758,0.9658033856590696
716.81796,0.9916431145362822
716.937162,0.9930970356732458
717.056364,1.0
717.175566,0.9767046261785428
717.294768,0.9680631076280067
717.41397,0.9887161456809863
717.533172,0.9843389301763699
717.652374,1.0
717.771576,0.9833393496961799
717.890778,0.9648380650141763
718.00998,0.9902988625964209
718.129182,0.9765053987566904
718.248384,0.9839009967998444
718.367586,0.9976380937005233
718.486788,0.992688361044371
718.60599,1.0
718.725192,0.9842582176933524
718.844394,0.9952002557636682
718.963596,0.9933395795827633
719.082798,0.9958105005413664
719.202,0.9784906966090947
719.321202,0.9725429888436949
719.440404,0.9749676383217603
719.559606,0.9999347711274954
719.678808,0.9690452214667072
719.79801,0.9601987353072952
719.917212,0.9982581188390038
