nu,[0]1-1-1-Trichloroethane-PNNL(x-sec)-X=0.01-T=278.06K-P=1.0atm-L=15cm
595.761915,0.998332392005973
595.881918,0.9994190987884782
596.00192,0.999230366320049
596.121922,0.9995301204279994
596.241925,0.9984358245995006
596.361927,0.99825692092998
596.48193,0.9993837899354526
596.601932,0.9988556552623843
596.721934,0.9988482637578839
596.841937,0.9989732274919987
596.961939,0.9988395738157906
597.081942,0.9984944345025885
597.201944,0.999018162318348
597.321946,0.9982726935139338
597.441949,0.9993025933011783
597.561951,0.9993141253196446
597.681954,0.9996193324722759
597.801956,0.9989604407165223
597.921958,0.9994118130498046
598.041961,1.0003344259078797
598.161963,0.9995341485425013
598.281966,0.999407705475694
598.401968,0.9992100921415986
598.52197,1.000124047693279
598.641973,0.9992575957185301
598.761975,0.9999713564102355
598.881978,0.9996342069186086
599.00198,0.9992503211497127
599.121982,0.9998542206268456
599.241985,0.9992491620200125
599.361987,0.9997459922654285
599.48199,0.9996235008935833
599.601992,0.9997325057829594
599.721994,0.9997929114457955
599.841997,0.9994888706711239
599.961999,0.9995296006724719
600.082002,0.9996183628419936
600.202004,0.9992823676213745
600.322006,0.9999865680902089
600.442009,0.9994899501196871
600.562011,0.9999327332625084
600.682014,0.9993844994981953
600.802016,0.9999024087623347
600.922018,1.0001816865029938
601.042021,0.9994052269476579
601.162023,0.9997034639755007
601.282026,0.9994885708245077
601.402028,0.9994303523108878
601.52203,0.9997963707352536
601.642033,1.0005013856517877
601.762035,1.000407182876451
601.882038,0.99993956182646
602.00204,0.9999886600642975
602.122042,0.9998201561738401
602.242045,0.9999159285342037
602.362047,1.0008104882682567
602.48205,0.9998629393936632
602.602052,0.9999137227220984
602.722054,0.999660267722084
602.842057,0.9995612962586401
602.962059,0.9997598988289008
603.082062,0.999546073056023
603.202064,1.0000602588154894
603.322066,1.0005016958072652
603.442069,0.9996210818076383
603.562071,0.999516317012349
603.682074,0.9996886684737208
603.802076,1.0003894958338115
603.922078,0.9991853719897086
