nu,[0]CFC-112a-PNNL(x-sec)-X=0.01-T=278.2K-P=1.0atm-L=15cm
669.652872,0.9956513827372311
669.772074,0.9946550354275262
669.891276,0.9939982826930931
670.010478,0.9951727886156576
670.12968,0.995584477212362
670.248882,0.9959498241758532
670.368084,0.9965243540892327
670.487286,0.9959548039374235
670.606488,0.9964212191559093
670.72569,0.9968160794595998
670.844892,0.9960363759761953
670.964094,0.9954349516535352
671.083296,0.9960206387257795
671.202498,0.9949824302695517
671.3217,0.9948617462203956
671.440902,0.9959333911393272
671.560104,0.9954685979235199
671.679306,0.99428370056983
671.798508,0.9961433560277011
671.91771,0.9954649146965215
672.036912,0.9951633345190728
672.156114,0.9958335040296182
672.275316,0.9955239475162689
672.394518,0.9947686315187854
672.51372,0.995379507470863
672.632922,0.9942126118266921
672.752124,0.9955552074589994
672.871326,0.9954879102016482
672.990528,0.9945289211648473
673.10973,0.9950623305666564
673.228932,0.9946892521492692
673.348134,0.993631664353518
673.467336,0.9950863118577964
673.586538,0.9945670123519694
673.70574,0.9948462264982086
673.824942,0.9951562688844807
673.944144,0.9948447342299881
674.063346,0.9937541866910797
674.182548,0.9954962723352148
674.30175,0.9951210409760999
674.420952,0.9942398536254671
674.540154,0.9947086487788026
674.659356,0.993413288114121
674.778558,0.9962053180714456
674.89776,0.994377963132619
675.016962,0.9943134300969313
675.136164,0.9934475614637729
675.255366,0.9954758648708091
675.374568,0.995335214068316
675.49377,0.9960217343490847
675.612972,0.9954755662280944
675.732174,0.9954983628795817
675.851376,0.9951950807357933
675.970578,0.9953151085000588
676.08978,0.9955607825837716
676.208982,0.99597761156358
676.328184,0.9954104642549209
676.447386,0.9953568130768098
676.566588,0.9951259170811471
676.68579,0.9958147825357251
676.804992,0.9946481723314594
676.924194,0.9951054176983996
677.043396,0.9952352874292248
677.162598,0.9953397926208315
677.2818,0.9949850172272334
677.401002,0.9946673692264348
677.520204,0.9937911550344315
677.639406,0.9952822636434214
677.758608,0.9946410108903999
677.87781,0.9949202458109444
677.997012,0.9944437931327272
678.116214,0.9957883937936403
678.235416,0.9954826341297057
678.354618,0.9941469959596589
678.47382,0.9947826578553752
678.593022,0.9937371936397783
678.712224,0.9946622964357874
678.831426,0.9946503605598457
678.950628,0.9943633458839979
679.06983,0.9935963910555382
679.189032,0.994061105369735
679.308234,0.9950916853383889
679.427436,0.9947234700480876
679.546638,0.994556469997513
679.66584,0.9937424604608617
679.785042,0.993039040499838
679.904244,0.994280320010995
680.023446,0.9935345912820075
680.142648,0.9959882685810386
680.26185,0.99418576844856
680.381052,0.9931429178161633
680.500254,0.9945746705474485
680.619456,0.9948541852998558
680.738658,0.9941645925172166
680.85786,0.994724464772055
680.977062,0.9939172751341565
681.096264,0.9945175835997702
681.215466,0.9947706210580379
681.334668,0.99340325469058
681.45387,0.9940620000251325
681.573072,0.9939459003638816
681.692274,0.9943060722047727
681.811476,0.9944399148094968
681.930678,0.9945205671569963
682.04988,0.9952203590118768
682.169082,0.9948712969390027
682.288284,0.9947740032838993
682.407486,0.9951684098650209
682.526688,0.9944606988209085
682.64589,0.9950595443960314
682.765092,0.9946434974960353
682.884294,0.9960656598761203
683.003496,0.9952063265037442
683.122698,0.9954600369303901
683.2419,0.9940349619064518
683.361102,0.9956286821444925
683.480304,0.9951649267816818
683.599506,0.995246334602227
683.718708,0.9956610406024843
683.83791,0.9947695268109567
683.957112,0.9939692583669957
684.076314,0.9944552293021062
684.195516,0.9943755766283712
684.314718,0.9955210605010073
684.43392,0.9931327878100646
684.553122,0.9947660451237057
684.672324,0.9943470384588466
684.791526,0.9944724335263891
684.910728,0.9944812843704337
685.02993,0.9952263303519449
685.149132,0.9950800428337792
685.268334,0.9947887260480961
685.387536,0.9940295941321505
685.506738,0.994219471917381
685.62594,0.9955265358818973
685.745142,0.9928199009665367
685.864344,0.9938738418982562
685.983546,0.9933930226897515
686.102748,0.9930832317203877
686.22195,0.9934338519820203
686.341152,0.993645972752505
686.460354,0.9942611305859974
686.579556,0.9946647830946369
686.698758,0.9937745588607209
686.81796,0.994496201701579
686.937162,0.9939968910964715
687.056364,0.995102830427677
687.175566,0.994471836843108
687.294768,0.9945423473959097
687.41397,0.9950320811316009
687.533172,0.9949554666110506
687.652374,0.9952832589261827
687.771576,0.9951597519375172
